id,name,duration,albumName,singerName,songUrl,imageUrl,lyricUrl
1342592226,离家最近的路 - (网易云音乐温暖2019特别企划),264000,离家最近的路,陈鸿宇,http://music.163.com/song/media/outer/url?id=1342592226.mp3,http://p2.music.126.net/nvUSfLkvpV07rhMefg2AXQ==/109951163823798440.jpg,src/lyric/离家最近的路 - (网易云音乐温暖2019特别企划).txt
34380395,途中,259000,浓烟下的诗歌电台,陈鸿宇,http://music.163.com/song/media/outer/url?id=34380395.mp3,http://p2.music.126.net/cqTTEPAaxXG3cOwaE4E_-g==/109951163104103366.jpg,src/lyric/途中.txt
35476188,早春的树,236000,浓烟下的诗歌电台,陈鸿宇,http://music.163.com/song/media/outer/url?id=35476188.mp3,http://p2.music.126.net/cqTTEPAaxXG3cOwaE4E_-g==/109951163104103366.jpg,src/lyric/早春的树.txt
449578813,行歌,287000,一如年少模样,陈鸿宇,http://music.163.com/song/media/outer/url?id=449578813.mp3,http://p2.music.126.net/zoExppgWYLCoTY5nkmHFXQ==/109951163104111018.jpg,src/lyric/行歌.txt
456185374,别送我 - (电影《乘风破浪》插曲),167000,别送我,陈鸿宇,http://music.163.com/song/media/outer/url?id=456185374.mp3,http://p2.music.126.net/xejDwyT3y0nJa6tn6GEyJw==/18781857627425190.jpg,src/lyric/别送我 - (电影《乘风破浪》插曲).txt
1359780673,这不是理想的歌,219000,三旬,陈鸿宇,http://music.163.com/song/media/outer/url?id=1359780673.mp3,http://p2.music.126.net/PKeOjWJn7Vlcr00gYtzwyA==/109951164009346533.jpg,src/lyric/这不是理想的歌.txt
434974723,额尔古纳,245000,一如年少模样,陈鸿宇,http://music.163.com/song/media/outer/url?id=434974723.mp3,http://p2.music.126.net/zoExppgWYLCoTY5nkmHFXQ==/109951163104111018.jpg,src/lyric/额尔古纳.txt
479403036,遇见相似的灵魂,322000,遇见相似的灵魂,陈鸿宇,http://music.163.com/song/media/outer/url?id=479403036.mp3,http://p2.music.126.net/MRZDcno4qbfqNb0g03OaFQ==/109951163049991008.jpg,src/lyric/遇见相似的灵魂.txt
167975,曾经的你,261000,每一刻都是崭新的,许巍,http://music.163.com/song/media/outer/url?id=167975.mp3,http://p2.music.126.net/GoiTB6oG3vQWntnCjKRw0g==/109951163092691594.jpg,src/lyric/曾经的你.txt
168091,蓝莲花,270000,时光.漫步,许巍,http://music.163.com/song/media/outer/url?id=168091.mp3,http://p2.music.126.net/C6txAWMGlVmAcAD37RVutQ==/122045790684028.jpg,src/lyric/蓝莲花.txt
